price,brand,model,year,title_status,mileage,color,vin,lot,state,full_model
50200,ford,door,2017,clean vehicle,92405,white,  1ft7w2bt7hef07573,167742321,alabama,ford door
28300,ford,ranger,2019,clean vehicle,15436,white,  1fter4fh5kla45887,167801795,florida,ford ranger
12000,ford,door,2017,salvage insurance,104665,white,  1ftfx1ef8hkd03259,167560049,california,ford door
32999,ford,doors,2018,clean vehicle,16194,royal crimson metallic tinted clearcoat,  1fa6p8cf0j5118581,167654223,new jersey,ford doors
12600,ford,door,2014,clean vehicle,48188,black,  1fm5k8d84egc31539,167615902,new jersey,ford door
5200,ford,focus,2017,clean vehicle,65164,red,  1fadp3j22hl268403,167742322,alabama,ford focus
20500,ford,mustang,2019,clean vehicle,35930,black,  1fatp8uh8k5109583,167801796,florida,ford mustang
1200,ford,door,2012,salvage insurance,167376,red,  1fahp3f23cl414648,167561238,virginia,ford door
35999,ford,doors,2018,clean vehicle,13674,kona blue metallic,  1fa6p8cf1j5126821,167654224,new jersey,ford doors
41000,ford,srw,2019,clean vehicle,9235,silver,  1ft7w2bt7kee46393,167616337,minnesota,ford srw
33100,ford,door,2017,clean vehicle,103002,red,  1ftew1ef2hfb30250,167742325,mississippi,ford door
23500,ford,ranger,2019,clean vehicle,12836,blue,  1fter4eh3kla09133,167801802,florida,ford ranger
18799,ford,doors,2015,clean vehicle,137728,red,  1fatp8ff5f5323738,167564814,connecticut,ford doors
33999,ford,doors,2018,clean vehicle,6921,magnetic metallic,  1fa6p8cf9j5110592,167654225,new jersey,ford doors
35000,ford,srw,2019,clean vehicle,14359,white,  1ft7w2b68ked77546,167616338,minnesota,ford srw
26100,ford,wagon,2017,clean vehicle,58118,white,  1fbzx2zm3hka72688,167742336,mississippi,ford wagon
15400,ford,fusion,2019,clean vehicle,31124,white,  3fa6p0cd8kr138334,167801803,florida,ford fusion
25998,ford,doors,2015,clean vehicle,25734,color:,  1fa6p8cf9f5365377,167564815,new york,ford doors
31831,ford,doors,2018,clean vehicle,14059,black,  1fa6p8cf9j5125433,167654226,new jersey,ford doors
40400,ford,srw,2019,clean vehicle,13472,black,  1ft7w2bt7kef15907,167616339,minnesota,ford srw
15400,ford,door,2013,clean vehicle,123983,silver,  1ftfw1ef7dfd73034,167742775,connecticut,ford door
13500,ford,hybrid,2019,clean vehicle,35023,gray,  3fa6p0lu6kr119958,167801804,florida,ford hybrid
25995,ford,doors,2015,clean vehicle,39509,white,  1fa6p8cf3f5404612,167564817,new hampshire,ford doors
27990,ford,doors,2018,clean vehicle,4512,ingot silver metallic,  1fa6p8cf0j5159227,167654227,new york,ford doors
23985,ford,doors,2015,clean vehicle,51884,white,  1fa6p8cf0f5308078,167564818,new jersey,ford doors
27995,ford,doors,2018,clean vehicle,4181,gray,  1fa6p8cf9j5120362,167654228,pennsylvania,ford doors
13995,ford,doors,2015,clean vehicle,56703,oxford white,  1fa6p8th8f5341198,167564839,new york,ford doors
29988,ford,doors,2018,clean vehicle,4712,ingot silver metallic,  1fa6p8cf5j5125462,167654229,pennsylvania,ford doors
12995,ford,doors,2015,clean vehicle,102800,blue,  1fa6p8am4f5334930,167564840,new jersey,ford doors
21687,ford,doors,2018,clean vehicle,7109,lightning blue,  1fa6p8th8j5120337,167654230,pennsylvania,ford doors
25200,ford,door,2016,clean vehicle,100943,white,  1ftew1cf9gfa55757,167743025,alabama,ford door
29590,ford,doors,2015,clean vehicle,3915,green,  1fa6p8cf7f5325900,167564841,new york,ford doors
28999,ford,doors,2018,clean vehicle,15550,ingot silver,  1fa6p8cf1j5175131,167654231,pennsylvania,ford doors
13942,ford,doors,2015,clean vehicle,62542,magnetic metallic,  1fatp8em4f5415097,167564843,new jersey,ford doors
15300,ford,taurus,2018,clean vehicle,38370,silver,  1fahp2f84jg117375,167667719,utah,ford taurus
35400,ford,ranger,2020,clean vehicle,671,blue,  1fter4fh1lla02732,167759471,ohio,ford ranger
32700,ford,door,2016,clean vehicle,61477,silver,  1ft7w2bt2ged14343,167743061,alabama,ford door
13995,ford,doors,2015,clean vehicle,73891,silver,  1fa6p8th7f5344481,167564844,new york,ford doors
1850,ford,door,2014,salvage insurance,168805,black,  3fa6p0h78er183765,167682471,michigan,ford door
15800,ford,door,2012,clean vehicle,82564,gold,  1ftfw1ct4ckd77105,167623467,florida,ford door
36000,ford,door,2016,clean vehicle,85649,black,  1ft7w2b61geb39979,167743078,mississippi,ford door
15495,ford,doors,2015,clean vehicle,48374,white,  1fa6p8th5f5420201,167564845,new york,ford doors
21500,ford,door,2012,clean vehicle,11990,red,  1zvbp8ff3c5288048,167623702,florida,ford door
7200,ford,door,2016,clean vehicle,64111,black,  1fadp3k28gl311932,167743079,alabama,ford door
17589,ford,doors,2015,clean vehicle,28771,red,  1fatp8uh0f5331279,167564846,new jersey,ford doors
31700,ford,door,2015,clean vehicle,126708,white,  1ft7w2bt8fec08946,167743606,alabama,ford door
31790,ford,doors,2015,clean vehicle,27165,orange,  1fa6p8cf6f5325225,167564847,new york,ford doors
18100,ford,van,2015,clean vehicle,106546,white,  1fbzx2ym4fka72472,167743616,mississippi,ford van
14495,ford,doors,2015,clean vehicle,54778,white,  1fa6p8am3f5306570,167564872,new jersey,ford doors
15000,ford,fusion,2020,clean vehicle,11729,white,  3fa6p0d92lr117801,167625047,illinois,ford fusion
26400,ford,door,2015,clean vehicle,85197,black,  1ftew1ef2fke07659,167743628,mississippi,ford door
27990,ford,doors,2015,clean vehicle,19130,red,  1fa6p8cf2f5362711,167564874,massachusetts,ford doors
19700,ford,expedition,2015,clean vehicle,72369,white,  1fmju1ht4fef41606,167743633,mississippi,ford expedition
15300,ford,doors,2015,clean vehicle,59646,silver,  1fa6p8am2f5403582,167564875,massachusetts,ford doors
22000,ford,door,2014,clean vehicle,68418,black,  1ftfw1ct6eke95627,167743891,mississippi,ford door
23999,ford,doors,2015,clean vehicle,8400,black,  1fa6p8th8f5307097,167564892,new jersey,ford doors
16488,ford,doors,2015,clean vehicle,45084,gray,  1fa6p8th8f5346675,167564894,new york,ford doors
12784,ford,doors,2015,clean vehicle,67037,gray,  1fa6p8am0f5365382,167564896,new jersey,ford doors
23400,ford,doors,2015,clean vehicle,64135,black,  1fa6p8cf0f5312423,167564910,new jersey,ford doors
9705,ford,door,2017,clean vehicle,72377,black,  3fa6p0h76hr319394,167744596,arkansas,ford door
25999,ford,doors,2015,clean vehicle,39367,oxford white,  1fa6p8cf7f5357357,167564912,new jersey,ford doors
34977,ford,doors,2015,clean vehicle,46540,black,  1fa6p8cf2f5306378,167564913,pennsylvania,ford doors
19000,ford,doors,2015,clean vehicle,40677,ingot silver metallic,  1fatp8uh8f5397899,167564914,new jersey,ford doors
15995,ford,doors,2015,clean vehicle,69438,black,  1fa6p8th0f5382067,167564915,new york,ford doors
13487,ford,doors,2015,clean vehicle,96246,gray,  2fmtk4j95fbb24313,167564973,new york,ford doors
18707,ford,doors,2015,clean vehicle,69719,white,  2fmtk4k80fbb56382,167565005,connecticut,ford doors
15290,ford,doors,2015,clean vehicle,75933,white platinum tri-coat metallic,  2fmtk4j86fbb17376,167565029,new york,ford doors
15600,ford,doors,2015,clean vehicle,54325,black,  2fmtk3j86fbb54504,167565030,new york,ford doors
47000,ford,expedition,2019,clean vehicle,24902,black,  1fmju2at1kea37413,167625630,illinois,ford expedition
16080,ford,doors,2015,clean vehicle,31793,blue,  2fmtk3j92fbc41664,167565031,connecticut,ford doors
50000,ford,max,2019,clean vehicle,16505,white,  1fmjk2at2kea45381,167625631,illinois,ford max
15268,ford,doors,2015,clean vehicle,74361,black,  2fmtk4j81fbc21743,167565034,new york,ford doors
47500,ford,max,2019,clean vehicle,27868,black,  1fmjk2at0kea39191,167625634,illinois,ford max
18497,ford,doors,2015,clean vehicle,34011,black,  2fmtk4j86fbc21494,167565036,massachusetts,ford doors
10000,ford,escape,2019,clean vehicle,19993,silver,  1fmcu9gd3kub30490,167625635,illinois,ford escape
19995,ford,suv,2015,clean vehicle,48115,red,  2fmtk4k88fbb49003,167565056,pennsylvania,ford suv
49000,ford,max,2019,clean vehicle,22543,white,  1fmjk2at9kea46589,167625636,illinois,ford max
17150,ford,doors,2015,clean vehicle,67091,black,  2fmtk3ap9fbc28957,167565081,new jersey,ford doors
45000,ford,expedition,2019,clean vehicle,28790,black,  1fmju2at8kea33665,167625637,illinois,ford expedition
14295,ford,doors,2015,clean vehicle,59391,guard,  2fmtk4j87fbb34901,167565082,new jersey,ford doors
49000,ford,max,2019,clean vehicle,18449,black,  1fmjk2at3kea46572,167625639,illinois,ford max
16190,ford,doors,2015,clean vehicle,71824,magnetic metallic,  2fmtk4j96fbb10890,167565083,new york,ford doors
49000,ford,expedition,2019,clean vehicle,19304,black,  1fmju2at9kea25414,167625640,illinois,ford expedition
17899,ford,doors,2015,clean vehicle,39159,magnetic metallic,  2fmtk4j82fbc36462,167565105,new york,ford doors
26000,ford,flex,2019,clean vehicle,18708,black,  2fmhk6dt1kba15866,167625666,illinois,ford flex
14000,ford,doors,2015,clean vehicle,79430,magnetic metallic,  2fmtk4j88fbb19078,167565107,new jersey,ford doors
15500,ford,flex,2019,clean vehicle,12393,gray,  2fmhk6d84kba36268,167625667,illinois,ford flex
16888,ford,doors,2015,clean vehicle,56329,black,  2fmtk4j94fbc08560,167565108,new york,ford doors
28000,ford,f-150,2019,clean vehicle,12155,silver,  1ftfw1e56kfc13232,167625669,illinois,ford f-150
8305,ford,door,2014,clean vehicle,63291,blue,  1fa6p0hd0e5355683,167744884,arkansas,ford door
21822,ford,doors,2015,clean vehicle,36041,white platinum tri-coat metallic,  2fmtk4ap1fbc36380,167565117,new jersey,ford doors
15500,ford,mustang,2019,clean vehicle,25810,red,  1fatp8uhxk5148949,167625718,illinois,ford mustang
12500,ford,door,2015,clean vehicle,130388,blue,  1ftew1cf5fkd41840,167744885,arkansas,ford door
15995,ford,doors,2015,clean vehicle,23878,blue,  2fmtk4g88fbb75562,167565141,new york,ford doors
16000,ford,transit,2019,clean vehicle,15460,white,  1ftyr2zm1kkb65539,167625733,illinois,ford transit
38200,ford,max,2018,clean vehicle,46710,white,  1fmjk1kt9jea41402,167745579,north carolina,ford max
12995,ford,doors,2015,clean vehicle,65342,black,  2fmtk4g8xfbb98373,167565142,new york,ford doors
14488,ford,doors,2015,clean vehicle,64061,tuxedo black metallic,  2fmtk4j93fbb69606,167565143,massachusetts,ford doors
17500,ford,door,2016,clean vehicle,93164,white,  1fm5k7f81gga06232,167746065,florida,ford door
21995,ford,doors,2015,clean vehicle,35629,blue,  2fmtk4ap6fbc01186,167565147,massachusetts,ford doors
8500,ford,connect,2015,clean vehicle,118483,white,  nm0ls6e75f1193116,167746107,florida,ford connect
16593,ford,doors,2015,clean vehicle,71573,tuxedo black metallic,  2fmtk4k86fbb36847,167565148,massachusetts,ford doors
13000,ford,door,2017,clean vehicle,33660,black,  1fmcu0gd0hue05897,167628838,illinois,ford door
14247,ford,doors,2015,clean vehicle,61168,blue,  2fmtk3j95fbc21893,167565149,pennsylvania,ford doors
23500,ford,door,2017,clean vehicle,42241,gray,  1ftfw1ef3hfc08748,167629013,illinois,ford door
16999,ford,doors,2015,clean vehicle,21004,oxford white,  2fmtk4g88fbb94547,167565174,pennsylvania,ford doors
25000,ford,door,2017,clean vehicle,45003,red,  1ftfw1ef2hfb56304,167629019,illinois,ford door
20159,ford,doors,2015,clean vehicle,45278,oxford white,  2fmtk4j98fbc15642,167565193,new jersey,ford doors
31000,ford,door,2017,clean vehicle,1,black,  1ftfw1ef0hfa02688,167629024,illinois,ford door
22500,ford,edge,2018,clean vehicle,24747,gray,  2fmpk4k82jbb61657,167567143,colorado,ford edge
29500,ford,door,2017,clean vehicle,48707,black,  1ftfw1ef5hfb57303,167629025,illinois,ford door
59900,ford,max,2020,clean vehicle,2162,no_color,  1fmjk2at4lea11492,167762991,ohio,ford max
24000,ford,f-150,2017,clean vehicle,50874,black,  1ftfw1eg9hfc63181,167629029,illinois,ford f-150
20500,ford,f-150,2017,clean vehicle,70727,black,  1ftfw1ef8hfa28276,167629031,illinois,ford f-150
27200,ford,explorer,2019,clean vehicle,29382,gray,  1fm5k8f85kgb47660,167802092,north carolina,ford explorer
24900,ford,f-150,2018,clean vehicle,33194,white,  1ftew1cg6jfd15757,167571218,virginia,ford f-150
24500,ford,door,2017,clean vehicle,52084,white,  1ftfw1ef6hfa36117,167629032,illinois,ford door
34000,ford,expedition,2018,clean vehicle,51122,black,  1fmju1kt7jea10840,167571219,virginia,ford expedition
28000,ford,door,2017,clean vehicle,40286,white,  1ftew1eg4hfc14661,167629033,illinois,ford door
27000,ford,f-150,2017,clean vehicle,55420,black,  1ftfw1eg4hfa61042,167629035,illinois,ford f-150
34000,ford,wagon,2018,clean vehicle,10282,black,  1fbvu4xg0jka34387,167571324,virginia,ford wagon
42500,ford,door,2017,clean vehicle,85278,white,  1ft7w2bt6hed37724,167629115,illinois,ford door
33000,ford,explorer,2018,clean vehicle,7258,black,  1fm5k8gt5jga17377,167749025,pennsylvania,ford explorer
10200,ford,escape,2018,clean vehicle,93350,black,  1fmcu9gd2jua74282,167749030,pennsylvania,ford escape
25600,ford,explorer,2019,clean vehicle,37166,gray,  1fm5k7f85kgb16175,167802097,north carolina,ford explorer
16300,ford,f-150,2018,clean vehicle,69480,white,  1ftex1cb2jkd88410,167572896,texas,ford f-150
26500,ford,door,2016,clean vehicle,34679,white,  1ftfw1eg1gfa91324,167631023,illinois,ford door
36500,ford,f-150,2018,clean vehicle,24151,red,  1ftew1eg1jfb92141,167749059,pennsylvania,ford f-150
25900,ford,explorer,2019,clean vehicle,32796,white,  1fm5k7f8xkga63974,167802098,north carolina,ford explorer
22500,ford,door,2016,clean vehicle,67979,black,  1ftfw1ef7gfd42886,167631026,illinois,ford door
29000,ford,f-150,2018,clean vehicle,18690,white,  1ftfw1e53jfa49565,167749061,pennsylvania,ford f-150
825,ford,door,2012,salvage insurance,78072,white,  1fahp3f27cl372579,167596499,pennsylvania,ford door
10500,ford,door,2016,clean vehicle,54251,red,  1fmcu9g99guc59224,167631029,illinois,ford door
32000,ford,f-150,2018,clean vehicle,32262,white,  1ftfw1eg6jfc96497,167749063,pennsylvania,ford f-150
27700,ford,f-650,2015,clean vehicle,92358,white,  3frnf6fb7fv723704,167802125,texas,ford f-650
4000,ford,door,2015,clean vehicle,90740,red,  3fa6p0hd9fr112940,167632416,illinois,ford door
38800,ford,f-150,2018,clean vehicle,35225,black,  1ftfw1eg6jfa49562,167749065,pennsylvania,ford f-150
26200,ford,f-650,2015,clean vehicle,129063,white,  3frnf6fb5fv723703,167802126,texas,ford f-650
19500,ford,wagon,2018,clean vehicle,49985,white,  1fbzx2zm8jka97477,167600366,wisconsin,ford wagon
11700,ford,escape,2015,clean vehicle,52340,black,  1fmcu0jx4fua38177,167632432,illinois,ford escape
34000,ford,f-150,2018,clean vehicle,21406,black,  1ftew1ep8jfe30258,167749066,pennsylvania,ford f-150
38600,ford,srw,2019,clean vehicle,16619,white,  1ft7w2bt0kee34621,167802180,florida,ford srw
21500,ford,door,2015,clean vehicle,41293,black,  1ftfw1ef5ffa07480,167632433,illinois,ford door
38500,ford,f-150,2018,clean vehicle,37053,black,  1ftew1e50jfa49583,167749067,pennsylvania,ford f-150
38500,ford,f-150,2018,clean vehicle,34532,black,  1ftfw1eg8jfc18450,167749069,pennsylvania,ford f-150
12000,ford,taurus,2017,clean vehicle,13328,blue,  1fahp2e88hg132084,167636134,missouri,ford taurus
30500,ford,f-150,2018,clean vehicle,56836,off-white,  1ftfw1eg3jfa50880,167749076,pennsylvania,ford f-150
11300,ford,door,2016,clean vehicle,48080,orange,  1fmcu9gx7gub92704,167636569,missouri,ford door
29500,ford,f-150,2018,clean vehicle,12271,gray,  1ftfw1eg4jfe78490,167749164,pennsylvania,ford f-150
16100,ford,expedition,2014,clean vehicle,97318,white,  1fmju2a50eef65739,167637017,missouri,ford expedition
32500,ford,f-150,2018,clean vehicle,12717,red,  1ftfw1eg1jfc34506,167749167,pennsylvania,ford f-150
29000,ford,mustang,2019,clean vehicle,12764,black,  1fa6p8cf3k5102120,167638863,texas,ford mustang
30000,ford,f-150,2018,clean vehicle,19951,red,  1ftfw1eg8jfa10617,167749170,pennsylvania,ford f-150
26000,ford,explorer,2019,clean vehicle,32458,white,  1fm5k7f83kga17399,167802226,north carolina,ford explorer
26000,ford,f-150,2018,clean vehicle,21616,gray,  1ftfw1e55jfa37529,167749171,pennsylvania,ford f-150
18500,ford,escape,2019,clean vehicle,17755,blue,  1fmcu9j9xkuc36052,167802227,north carolina,ford escape
12000,ford,door,2017,clean vehicle,73846,gray,  1ftex1cp8hkd08288,167640389,texas,ford door
30000,ford,f-150,2018,clean vehicle,15771,blue,  1ftew1ep8jfd90148,167749173,pennsylvania,ford f-150
14700,ford,escape,2019,clean vehicle,29168,silver,  1fmcu0g96kub33780,167802228,north carolina,ford escape
25000,ford,door,2017,clean vehicle,159182,red,  1ft8w3dt0hef24562,167640427,texas,ford door
26550,ford,f-150,2018,clean vehicle,15296,white,  1ftfw1e53jkc06275,167749175,pennsylvania,ford f-150
27000,ford,explorer,2019,clean vehicle,30476,white,  1fm5k8f83kgb26838,167802229,north carolina,ford explorer
34000,ford,door,2016,clean vehicle,131754,white,  1ft8w3dt7gec81766,167641144,texas,ford door
27500,ford,f-150,2018,clean vehicle,26095,gray,  1ftew1ep8jfd35859,167749176,pennsylvania,ford f-150
25500,ford,f-150,2018,clean vehicle,22107,gray,  1ftew1ep8jfc58328,167749180,pennsylvania,ford f-150
13500,ford,ecosport,2019,clean vehicle,31207,brown,  maj6s3kl4kc273222,167802231,north carolina,ford ecosport
4000,ford,door,2015,clean vehicle,112810,gray,  1fmcu0gx0fua05555,167641488,texas,ford door
25700,ford,f-150,2018,clean vehicle,19058,white,  1ftfw1e51jfe26457,167749183,pennsylvania,ford f-150
29000,ford,door,2015,clean vehicle,109137,white,  1ft7w2btxfea09767,167641551,texas,ford door
30500,ford,f-150,2018,clean vehicle,24058,black,  1ftfw1e53jfa36542,167749184,pennsylvania,ford f-150
30000,ford,f-150,2018,clean vehicle,6967,black,  1ftew1ep0jfd90421,167749186,pennsylvania,ford f-150
9000,ford,door,2014,clean vehicle,118340,gray,  1ftew1cm7efa19352,167641733,texas,ford door
19000,ford,f-150,2018,clean vehicle,36145,white,  1ftex1cb4jfa24241,167749245,pennsylvania,ford f-150
25800,ford,explorer,2019,clean vehicle,33942,silver,  1fm5k7f89kga64209,167802235,north carolina,ford explorer
26500,ford,f-150,2018,clean vehicle,38868,gray,  1ftew1ep2jkc89288,167749247,pennsylvania,ford f-150
29300,ford,explorer,2019,clean vehicle,36190,red,  1fm5k8gt9kgb48958,167802277,north carolina,ford explorer
6300,ford,fiesta,2018,clean vehicle,37177,black,  3fadp4bj5jm122531,167749248,pennsylvania,ford fiesta
25400,ford,explorer,2019,clean vehicle,39267,white,  1fm5k7f85kga32678,167802278,north carolina,ford explorer
26000,ford,f-150,2018,clean vehicle,33350,gray,  1ftfw1e58jfa37766,167749256,pennsylvania,ford f-150
7000,ford,focus,2017,clean vehicle,57889,black,  1fadp3f25hl234464,167802313,north carolina,ford focus
25900,ford,f-150,2018,clean vehicle,34081,red,  1ftfw1e50jkc66708,167749258,pennsylvania,ford f-150
9700,ford,fiesta,2019,clean vehicle,26821,gray,  3fadp4ej3km124114,167802331,north carolina,ford fiesta
27000,ford,f-150,2018,clean vehicle,40577,black,  1ftew1ep9jfa21976,167749260,pennsylvania,ford f-150
9100,ford,fiesta,2019,clean vehicle,52355,black,  3fadp4bjxkm138371,167802332,north carolina,ford fiesta
28000,ford,f-150,2018,clean vehicle,30620,red,  1ftfw1eg8jfb90617,167749261,pennsylvania,ford f-150
25700,ford,flex,2019,clean vehicle,22019,black,  2fmhk6dt8kba14603,167802333,north carolina,ford flex
27500,ford,f-150,2018,clean vehicle,36742,black,  1ftew1ep1jfa02757,167749262,pennsylvania,ford f-150
9400,ford,fiesta,2019,clean vehicle,32473,white,  3fadp4ej8km130958,167802334,north carolina,ford fiesta
25500,ford,f-150,2018,clean vehicle,43406,blue,  1ftew1ep1jkd75109,167749263,pennsylvania,ford f-150
20500,ford,flex,2019,clean vehicle,34696,white,  2fmhk6c8xkba14373,167802335,north carolina,ford flex
21500,ford,f-150,2018,clean vehicle,43519,gray,  1ftfw1e55jfc57253,167749265,pennsylvania,ford f-150
12800,ford,hybrid,2019,clean vehicle,37716,gray,  3fa6p0lu4kr188583,167802336,north carolina,ford hybrid
23900,ford,f-150,2018,clean vehicle,41627,white,  1ftfw1e54jfa50563,167749266,pennsylvania,ford f-150
9400,ford,fiesta,2019,clean vehicle,29986,gray,  3fadp4ej4km131038,167802337,north carolina,ford fiesta
26900,ford,f-150,2018,clean vehicle,41496,silver,  1ftew1egxjfa11599,167749267,pennsylvania,ford f-150
25500,ford,flex,2019,clean vehicle,20613,gray,  2fmhk6dt9kba22922,167802338,north carolina,ford flex
27000,ford,f-150,2018,clean vehicle,33475,blue,  1ftew1ep9jfc17402,167749268,pennsylvania,ford f-150
9300,ford,fiesta,2019,clean vehicle,32305,silver,  3fadp4bj1km123807,167802339,north carolina,ford fiesta
14400,ford,fusion,2018,clean vehicle,38148,black,  3fa6p0ru4jr247959,167749350,pennsylvania,ford fusion
19000,ford,flex,2019,clean vehicle,39976,red,  2fmgk5d8xkba08187,167802340,north carolina,ford flex
14000,ford,fusion,2018,clean vehicle,50513,white,  3fa6p0d99jr206522,167749355,pennsylvania,ford fusion
13600,ford,fusion,2019,clean vehicle,31408,gray,  3fa6p0luxkr225023,167802366,north carolina,ford fusion
19200,ford,transit,2018,clean vehicle,41351,white,  1ftyr2cm0jka24226,167749390,pennsylvania,ford transit
13600,ford,fusion,2019,clean vehicle,32038,red,  3fa6p0lu0kr210790,167802367,north carolina,ford fusion
18600,ford,transit,2018,clean vehicle,38279,white,  1ftyr2cm5jka24223,167749393,pennsylvania,ford transit
13700,ford,fusion,2019,clean vehicle,30471,red,  3fa6p0lu8kr225408,167802368,north carolina,ford fusion
18200,ford,transit,2018,clean vehicle,41569,white,  1ftyr2cm2jka24227,167749395,pennsylvania,ford transit
13800,ford,fusion,2019,clean vehicle,31142,silver,  3fa6p0lu3kr205504,167802369,north carolina,ford fusion
22000,ford,wagon,2018,clean vehicle,31598,black,  1fbzx2ym5jka57441,167749399,pennsylvania,ford wagon
13700,ford,fusion,2019,clean vehicle,31380,silver,  3fa6p0lu6kr220563,167802370,north carolina,ford fusion
28000,ford,wagon,2018,clean vehicle,22179,black,  1fbzx2xm1jka57423,167749406,pennsylvania,ford wagon
13800,ford,fusion,2019,clean vehicle,29266,white,  3fa6p0lu0kr210613,167802371,north carolina,ford fusion
18600,ford,transit,2018,clean vehicle,42156,white,  1ftyr2cm6jka24229,167749408,pennsylvania,ford transit
13700,ford,fusion,2019,clean vehicle,30875,red,  3fa6p0lu2kr225727,167802372,north carolina,ford fusion
13700,ford,fusion,2019,clean vehicle,30609,silver,  3fa6p0lu5kr210591,167802373,north carolina,ford fusion
13800,ford,fusion,2019,clean vehicle,29508,silver,  3fa6p0lu4kr222151,167802374,north carolina,ford fusion
17700,ford,hybrid,2019,clean vehicle,12837,gray,  3fa6p0ru6kr257894,167802375,north carolina,ford hybrid
13900,ford,fusion,2019,clean vehicle,29633,white,  3fa6p0lu0kr210823,167802376,north carolina,ford fusion
13900,ford,fusion,2019,clean vehicle,27461,no_color,  3fa6p0lu5kr226287,167802377,north carolina,ford fusion
50500,ford,f-650,2018,clean vehicle,74961,white,  1fdnf6dc1jdf00931,167749685,pennsylvania,ford f-650
13600,ford,fusion,2019,clean vehicle,32154,gray,  3fa6p0lu2kr207325,167802378,north carolina,ford fusion
55000,ford,srw,2018,clean vehicle,37245,black,  1ft7w2bt1jec31753,167749686,pennsylvania,ford srw
13800,ford,fusion,2019,clean vehicle,29345,white,  3fa6p0lu1kr222799,167802379,north carolina,ford fusion
56000,ford,srw,2018,clean vehicle,25371,black,  1ft7w2bt4jec50359,167749689,pennsylvania,ford srw
13800,ford,fusion,2019,clean vehicle,30054,silver,  3fa6p0lu3kr210749,167802380,north carolina,ford fusion
45800,ford,srw,2018,clean vehicle,11173,white,  1ft7w2bt3jeb02932,167749690,pennsylvania,ford srw
13800,ford,fusion,2019,clean vehicle,30902,no_color,  3fa6p0lu8kr225585,167802381,north carolina,ford fusion
5500,nissan,sentra,2018,clean vehicle,31231,silver,  3n1ab7ap9jy345766,167440194,north carolina,nissan sentra
14400,nissan,altima,2020,clean vehicle,10728,gray,  1n4bl4bv5lc127707,167455277,arizona,nissan altima
11450,nissan,sport,2018,clean vehicle,35374,white,  jn1bj1cpxjw108745,167456239,florida,nissan sport
11000,nissan,sport,2018,clean vehicle,36715,black,  jn1bj1cp5jw102514,167456240,florida,nissan sport
11450,nissan,sport,2018,clean vehicle,33437,red,  jn1bj1cp7jw161029,167456241,florida,nissan sport
11000,nissan,sport,2018,clean vehicle,36788,black,  jn1bj1cp5jw108622,167456242,florida,nissan sport
11200,nissan,sport,2018,clean vehicle,35491,black,  jn1bj1cp7jw102689,167456245,florida,nissan sport
11400,nissan,sport,2018,clean vehicle,33644,black,  jn1bj1cp5jw163832,167456251,florida,nissan sport
11450,nissan,sport,2018,clean vehicle,35831,gray,  jn1bj1cp5jw161563,167456254,florida,nissan sport
11050,nissan,sport,2018,clean vehicle,35050,gray,  jn1bj1cp3jw108442,167456255,florida,nissan sport
11400,nissan,sport,2018,clean vehicle,34924,gray,  jn1bj1cp1jw161494,167456258,florida,nissan sport
11050,nissan,sport,2018,clean vehicle,34962,silver,  jn1bj1cp7jw107732,167456261,florida,nissan sport
10850,nissan,sport,2018,clean vehicle,39985,gray,  jn1bj1cp8jw161668,167456317,florida,nissan sport
10900,nissan,sport,2018,clean vehicle,38816,red,  jn1bj1cp2jw106181,167456319,florida,nissan sport
10450,nissan,sport,2018,clean vehicle,41579,red,  jn1bj1cp7jw163492,167456333,florida,nissan sport
10800,nissan,sport,2018,clean vehicle,40455,gray,  jn1bj1cp7jw108055,167456334,florida,nissan sport
10850,nissan,sport,2018,clean vehicle,39996,white,  jn1bj1cp0jw108009,167456336,florida,nissan sport
10800,nissan,sport,2018,clean vehicle,41077,black,  jn1bj1cp1jw105037,167456337,florida,nissan sport
10850,nissan,sport,2018,clean vehicle,39183,gray,  jn1bj1cp2jw108545,167456338,florida,nissan sport
10800,nissan,sport,2018,clean vehicle,40478,black,  jn1bj1cpxjw152048,167456339,florida,nissan sport
10900,nissan,sport,2018,clean vehicle,38806,white,  jn1bj1cp7jw108458,167456342,florida,nissan sport
10400,nissan,sport,2018,clean vehicle,45331,blue,  jn1bj1cp6jw106037,167456344,florida,nissan sport
10500,nissan,sport,2018,clean vehicle,43531,blue,  jn1bj1cpxjw108647,167456345,florida,nissan sport
10800,nissan,sport,2018,clean vehicle,41033,silver,  jn1bj1cpxjw161087,167456349,florida,nissan sport
10800,nissan,sport,2018,clean vehicle,40332,gray,  jn1bj1cp9jw108428,167456351,florida,nissan sport
11200,nissan,frontier,2019,clean vehicle,22319,silver,  1n6ad0er0kn738643,167457176,arizona,nissan frontier
11100,nissan,rogue,2019,clean vehicle,22305,blue,  knmat2mt7kp522890,167457180,arizona,nissan rogue
12200,nissan,maxima,2019,clean vehicle,36996,black,  1n4aa6av0kc367891,167457182,arizona,nissan maxima
4000,nissan,sentra,2019,clean vehicle,1,black,  3n1ab7ap3ky284206,167457183,arizona,nissan sentra
9000,nissan,versa,2019,clean vehicle,27611,gray,  3n1cn7ap8kl876794,167457184,arizona,nissan versa
14900,nissan,rogue,2019,clean vehicle,26516,silver,  5n1at2mv3kc809079,167457185,arizona,nissan rogue
